id	age	apartment	home	family	office	school
108	81	0	-1	27	-1	-1
109	34	0	-1	28	6	-1
110	67	0	-1	28	-1	-1
111	66	0	-1	28	-1	-1
112	34	0	-1	29	2	-1
113	39	1	-1	30	7	-1
114	1	1	-1	30	-1	0
115	6	1	-1	30	-1	1
116	32	1	-1	31	7	-1
117	3	1	-1	31	-1	0
118	1	1	-1	31	-1	0
119	67	1	-1	31	-1	-1
120	48	1	-1	32	7	-1
121	80	1	-1	32	-1	-1
122	49	1	-1	33	2	-1
123	21	1	-1	33	-1	-1
124	47	1	-1	34	-1	-1
125	78	1	-1	34	-1	-1
126	46	1	-1	35	7	-1
127	43	1	-1	35	4	-1
128	15	1	-1	35	-1	2
129	12	1	-1	35	-1	2
130	80	1	-1	35	-1	-1
131	81	1	-1	35	-1	-1
132	38	1	-1	36	1	-1
133	40	1	-1	37	-1	-1
134	49	1	-1	37	5	-1
135	43	1	-1	38	-1	-1
136	78	1	-1	38	-1	-1
137	76	1	-1	38	-1	-1
138	42	1	-1	39	-1	-1
139	49	1	-1	39	-1	-1
140	4	1	-1	39	-1	0
141	2	1	-1	39	-1	0
142	33	1	-1	40	7	-1
143	42	1	-1	40	-1	-1
144	3	1	-1	40	-1	0
145	34	1	-1	41	-1	-1
146	48	1	-1	41	-1	-1
147	3	1	-1	41	-1	0
148	82	1	-1	41	-1	-1
149	80	1	-1	41	-1	-1
150	40	1	-1	42	-1	-1
151	71	1	-1	42	-1	-1
152	41	1	-1	43	-1	-1
153	2	1	-1	43	-1	0
154	50	1	-1	44	-1	-1
155	48	1	-1	44	1	-1
156	15	1	-1	44	-1	-1
157	22	1	-1	44	-1	-1
158	2	1	-1	44	-1	0
159	84	1	-1	44	-1	-1
160	30	1	-1	45	-1	-1
161	1	1	-1	45	-1	0
162	4	1	-1	45	-1	0
163	63	1	-1	45	-1	-1
164	65	1	-1	45	5	-1
165	33	1	-1	46	1	-1
166	4	1	-1	46	-1	0
167	30	1	-1	47	7	-1
168	37	1	-1	47	-1	-1
169	3	1	-1	47	-1	0
170	2	1	-1	47	-1	0
171	47	1	-1	48	1	-1
172	46	1	-1	48	2	-1
173	46	1	-1	49	2	-1
174	16	1	-1	49	-1	-1
175	33	1	-1	50	4	-1
176	64	1	-1	50	2	-1
177	67	1	-1	50	-1	-1
178	49	1	-1	51	-1	-1
179	48	1	-1	51	0	-1
180	19	1	-1	51	-1	4
181	14	1	-1	51	-1	2
182	34	1	-1	52	-1	-1
183	34	1	-1	52	7	-1
184	2	1	-1	52	-1	0
185	68	1	-1	52	-1	-1
186	43	1	-1	53	1	-1
187	32	1	-1	53	-1	-1
188	3	1	-1	53	-1	0
189	3	1	-1	53	-1	0
190	4	1	-1	53	-1	0
191	78	1	-1	53	-1	-1
192	76	1	-1	53	-1	-1
193	39	1	-1	54	0	-1
194	10	1	-1	54	-1	1
195	3	1	-1	54	-1	0
196	33	1	-1	55	2	-1
197	1	1	-1	55	-1	0
198	64	1	-1	55	-1	-1
199	66	1	-1	55	-1	-1
200	40	1	-1	56	7	-1
201	3	1	-1	56	-1	0
202	73	1	-1	56	-1	-1
203	75	1	-1	56	-1	-1
204	40	1	-1	57	7	-1
205	2	1	-1	57	-1	0
206	12	1	-1	57	-1	2
207	75	1	-1	57	-1	-1
208	43	1	-1	58	2	-1
209	4	1	-1	58	-1	0
210	8	1	-1	58	-1	1
211	30	1	-1	59	-1	-1
212	2	1	-1	59	-1	0
213	2	1	-1	59	-1	0
214	62	1	-1	59	5	-1
215	64	1	-1	59	-1	-1
216	45	2	-1	60	5	-1
217	46	2	-1	60	4	-1
218	2	2	-1	60	-1	0
219	78	2	-1	60	-1	-1
220	46	2	-1	61	1	-1
221	4	2	-1	61	-1	0
222	80	2	-1	61	-1	-1
223	76	2	-1	61	-1	-1
224	30	2	-1	62	3	-1
225	38	2	-1	62	0	-1
226	2	2	-1	62	-1	0
227	1	2	-1	62	-1	0
228	72	2	-1	62	-1	-1
229	47	2	-1	63	4	-1
230	37	2	-1	63	-1	-1
231	9	2	-1	63	-1	1
232	2	2	-1	63	-1	0
233	78	2	-1	63	-1	-1
234	36	2	-1	64	6	-1
235	34	2	-1	64	6	-1
236	4	2	-1	64	-1	0
237	8	2	-1	64	-1	1
238	66	2	-1	64	-1	-1
239	46	2	-1	65	-1	-1
240	2	2	-1	65	-1	0
241	49	2	-1	66	5	-1
242	5	2	-1	66	-1	1
243	80	2	-1	66	-1	-1
244	79	2	-1	66	-1	-1
245	44	2	-1	67	1	-1
246	77	2	-1	67	-1	-1
247	78	2	-1	67	-1	-1
248	43	2	-1	68	1	-1
249	15	2	-1	68	-1	2
250	9	2	-1	68	-1	1
251	78	2	-1	68	-1	-1
252	31	2	-1	69	-1	-1
253	50	2	-1	69	-1	-1
254	1	2	-1	69	-1	0
255	5	2	-1	69	-1	1
256	33	2	-1	70	-1	-1
257	41	2	-1	70	-1	-1
258	4	2	-1	70	-1	0
259	75	2	-1	70	-1	-1
260	46	2	-1	71	1	-1
261	49	2	-1	71	-1	-1
262	10	2	-1	71	-1	1
263	46	2	-1	72	2	-1
264	47	2	-1	73	6	-1
265	47	2	-1	74	6	-1
266	82	2	-1	74	-1	-1
267	82	2	-1	74	-1	-1
268	50	2	-1	75	5	-1
269	23	2	-1	75	-1	-1
270	36	2	-1	76	1	-1
271	3	2	-1	76	-1	0
272	4	2	-1	76	-1	0
273	68	2	-1	76	-1	-1
274	71	2	-1	76	-1	-1
275	43	2	-1	77	-1	-1
276	49	2	-1	77	-1	-1
277	84	2	-1	77	-1	-1
278	45	2	-1	78	-1	-1
279	3	2	-1	78	-1	0
280	75	2	-1	78	-1	-1
281	34	2	-1	79	6	-1
282	3	2	-1	79	-1	0
283	1	2	-1	79	-1	0
284	6	2	-1	79	-1	1
285	40	2	-1	80	-1	-1
286	41	2	-1	80	3	-1
287	7	2	-1	80	-1	1
288	6	2	-1	80	-1	1
289	38	2	-1	81	-1	-1
290	1	2	-1	81	-1	0
291	4	2	-1	81	-1	0
292	73	2	-1	81	-1	-1
293	68	2	-1	81	-1	-1
294	36	2	-1	82	-1	-1
295	50	2	-1	82	4	-1
296	1	2	-1	82	-1	0
297	8	2	-1	82	-1	1
298	85	2	-1	82	-1	-1
299	85	2	-1	82	-1	-1
300	50	2	-1	83	-1	-1
301	2	2	-1	83	-1	0
302	3	2	-1	83	-1	0
303	81	2	-1	83	-1	-1
304	82	2	-1	83	-1	-1
305	37	2	-1	84	-1	-1
306	39	2	-1	84	-1	-1
307	2	2	-1	84	-1	0
308	1	2	-1	84	-1	0
309	4	2	-1	84	-1	0
310	33	2	-1	85	-1	-1
311	63	2	-1	85	-1	-1
312	35	2	-1	86	0	-1
313	3	2	-1	86	-1	0
314	8	2	-1	86	-1	1
315	30	2	-1	87	4	-1
316	2	2	-1	87	-1	0
317	2	2	-1	87	-1	0
318	39	2	-1	88	-1	-1
319	5	2	-1	88	-1	1
320	2	2	-1	88	-1	0
321	72	2	-1	88	-1	-1
322	73	2	-1	88	-1	-1
323	47	2	-1	89	-1	-1
324	30	2	-1	89	-1	-1
325	3	2	-1	89	-1	0
326	2	2	-1	89	-1	0
327	36	-1	0	90	5	-1
328	1	-1	0	90	-1	0
329	2	-1	0	90	-1	0
330	66	-1	0	90	-1	-1
331	49	-1	1	91	-1	-1
332	36	-1	1	91	-1	-1
333	79	-1	1	91	-1	-1
334	80	-1	1	91	-1	-1
335	39	-1	2	92	-1	-1
336	30	-1	2	92	-1	-1
337	71	-1	2	92	-1	-1
338	73	-1	2	92	-1	-1
339	48	-1	3	93	2	-1
340	5	-1	3	93	-1	1
341	1	-1	3	93	-1	0
342	81	-1	3	93	-1	-1
343	78	-1	3	93	-1	-1
344	37	-1	4	94	1	-1
345	47	-1	4	94	0	-1
346	81	-1	4	94	-1	-1
347	50	-1	5	95	-1	-1
348	8	-1	5	95	-1	1
349	21	-1	5	95	-1	4
350	83	-1	5	95	-1	-1
351	83	-1	5	95	-1	-1
352	44	-1	6	96	5	-1
353	49	-1	7	97	-1	-1
354	17	-1	7	97	-1	3
355	9	-1	7	97	-1	1
356	82	-1	7	97	-1	-1
357	80	-1	7	97	-1	-1
358	31	-1	8	98	5	-1
359	37	-1	9	99	-1	-1
360	42	-1	10	100	-1	-1
361	46	-1	10	100	6	-1
362	15	-1	10	100	-1	2
363	76	-1	10	100	-1	-1
364	39	-1	11	101	0	-1
365	44	-1	11	101	0	-1
366	2	-1	11	101	-1	0
367	1	-1	11	101	-1	0
368	30	-1	12	102	3	-1
369	40	-1	12	102	-1	-1
370	5	-1	12	102	-1	1
371	5	-1	12	102	-1	1
372	74	-1	12	102	-1	-1
373	42	-1	13	103	7	-1
374	10	-1	13	103	-1	1
375	72	-1	13	103	-1	-1
376	42	-1	14	104	2	-1
377	37	-1	14	104	0	-1
378	1	-1	14	104	-1	0
379	11	-1	14	104	-1	2
380	76	-1	14	104	-1	-1
381	76	-1	14	104	-1	-1
