id	age	apartment	home	family	office	school
310	36	2	-1	83	4	-1
311	7	2	-1	83	-1	-1
312	1	2	-1	83	-1	-1
313	35	2	-1	84	5	-1
314	47	2	-1	84	-1	-1
315	10	2	-1	84	-1	-1
316	3	2	-1	84	-1	-1
317	78	2	-1	84	-1	-1
318	40	2	-1	85	-1	-1
319	49	2	-1	85	5	-1
320	2	2	-1	85	-1	-1
321	5	2	-1	85	-1	-1
322	81	2	-1	85	-1	-1
323	48	2	-1	86	2	-1
324	12	2	-1	86	-1	-1
325	1	2	-1	86	-1	-1
326	83	2	-1	86	-1	-1
327	78	2	-1	86	-1	-1
328	44	2	-1	87	-1	-1
329	13	2	-1	87	-1	2
330	3	2	-1	87	-1	-1
331	36	2	-1	88	4	-1
332	9	2	-1	88	-1	-1
333	3	2	-1	88	-1	-1
334	66	2	-1	88	-1	-1
335	40	2	-1	89	-1	-1
336	4	2	-1	89	-1	-1
337	11	2	-1	89	-1	2
338	36	-1	0	90	6	-1
339	45	-1	0	90	-1	-1
340	8	-1	0	90	-1	-1
341	5	-1	0	90	-1	1
342	4	-1	0	90	-1	-1
343	76	-1	0	90	-1	-1
344	49	-1	1	91	7	-1
345	13	-1	1	91	-1	2
346	79	-1	1	91	-1	-1
347	81	-1	1	91	-1	-1
348	36	-1	2	92	2	-1
349	3	-1	2	92	-1	-1
350	7	-1	2	92	-1	1
351	40	-1	3	93	5	-1
352	8	-1	3	93	-1	-1
353	75	-1	3	93	-1	-1
354	72	-1	3	93	-1	-1
355	45	-1	4	94	-1	-1
356	5	-1	4	94	-1	-1
357	17	-1	4	94	-1	-1
358	75	-1	4	94	-1	-1
359	37	-1	5	95	3	-1
360	1	-1	5	95	-1	-1
361	5	-1	5	95	-1	-1
362	46	-1	6	96	7	-1
363	12	-1	6	96	-1	2
364	76	-1	6	96	-1	-1
365	78	-1	6	96	-1	-1
366	47	-1	7	97	6	-1
367	11	-1	7	97	-1	2
368	6	-1	7	97	-1	-1
369	38	-1	8	98	7	-1
370	2	-1	8	98	-1	-1
371	5	-1	8	98	-1	-1
372	71	-1	8	98	-1	-1
373	32	-1	9	99	0	-1
374	2	-1	9	99	-1	-1
375	3	-1	9	99	-1	-1
376	39	-1	10	100	-1	-1
377	48	-1	10	100	5	-1
378	82	-1	10	100	-1	-1
379	81	-1	10	100	-1	-1
380	47	-1	11	101	2	-1
381	4	-1	11	101	-1	-1
382	15	-1	11	101	-1	2
383	79	-1	11	101	-1	-1
384	79	-1	11	101	-1	-1
385	43	-1	12	102	6	-1
386	48	-1	13	103	2	-1
387	7	-1	13	103	-1	-1
388	32	-1	14	104	4	-1
389	3	-1	14	104	-1	-1
